birdID,species,bandNumber,colorComboL,colorComboR
1272-43146,AMRO,1272-43146,O,X
1272-43147,AMRO,1272-43147,K,X
1272-43148,AMRO,1272-43148,R,X
1272-43149,AMRO,1272-43149,X,PB
1272-43150,AMRO,1272-43150,X,PO
1272-43151,AMRO,1272-43151,BY,X
1272-43152,AMRO,1272-43152,MO,X
1272-43153,AMRO,1272-43153,X,PG
1272-43154,AMRO,1272-43154,X,WP
1272-43155,AMRO,1272-43155,X,MP
1272-43156,AMRO,1272-43156,W,RX
1272-43157,AMRO,1272-43157,O,XO
1272-43158,AMRO,1272-43158,BW,X
1272-43159,AMRO,1272-43159,XR,P
1272-43160,AMRO,1272-43160,XY,P
1272-43161,AMRO,1272-43161,WR,X
1272-43162,AMRO,1272-43162,R,XB
1272-43163,AMRO,1272-43163,BX,W
1272-43164,AMRO,1272-43164,Y,XM
1272-43167,AMRO,1272-43167,X,WG
1272-43168,AMRO,1272-43168,X,GY
1272-43169,AMRO,1272-43169,X,W
1272-43170,AMRO,1272-43170,Y,XY
1272-43171,AMRO,1272-43171,R,XK
1272-43172,AMRO,1272-43172,X,WG
1272-43173,AMRO,1272-43173,-,X
1272-43174,AMRO,1272-43174,-,X
1272-43175,AMRO,1272-43175,Y,X
1272-43177,AMRO,1272-43177,G,X
1272-43178,AMRO,1272-43178,X,WY
1272-43179,AMRO,1272-43179,P,YX
1272-43180,AMRO,1272-43180,M,X
1272-43181,AMRO,1272-43181,M,X
1272-43182,AMRO,1272-43182,XP,M
1272-43183,AMRO,1272-43183,X,OM
1272-43184,AMRO,1272-43184,RX,K
1272-43185,AMRO,1272-43185,GX,Y
1272-43186,AMRO,1272-43186,GO,X
1272-43187,AMRO,1272-43187,M,XR
1272-43188,AMRO,1272-43188,BX,R
1272-43189,AMRO,1272-43189,X,YR
1272-43190,AMRO,1272-43190,X,YR
1272-43192,AMRO,1272-43192,XK,G
1272-43193,AMRO,1272-43193,X,MO
1272-43194,AMRO,1272-43194,RG,X
1272-43195,AMRO,1272-43195,O,XB
1272-43198,AMRO,1272-43198,XO,K
1272-43199,AMRO,1272-43199,X,Y
1272-43200,AMRO,1272-43200,X,GK
1292-14344,AMRO,1292-14344,GX,K
1292-64201,AMRO,1292-64201,X,KO
1292-64202,AMRO,1292-64202,RX,R
1292-64203,AMRO,1292-64203,YB,X
1292-64205,AMRO,1292-64205,GX,B
1292-64206,AMRO,1292-64206,GX,B
1292-64207,AMRO,1292-64207,XK,Y
1292-64208,AMRO,1292-64208,X,MO
1292-64209,AMRO,1292-64209,X,GY
1292-64210,AMRO,1292-64210,B,XM
1292-64211,AMRO,1292-64211,O,XB
1292-64212,AMRO,1292-64212,M,PX
1292-64213,AMRO,1292-64213,W,XP
1292-64214,AMRO,1292-64214,M,XP
1292-64215,AMRO,1292-64215,X,PW
1292-64216,AMRO,1292-64216,X,KW
1292-64217,AMRO,1292-64217,XG,P
1292-64218,AMRO,1292-64218,OX,P
1292-64219,AMRO,1292-64219,W,PX
1292-64220,AMRO,1292-64220,X,PP
1292-64221,AMRO,1292-64221,KB,X
1292-64222,AMRO,1292-64222,M,YX
1292-64224,AMRO,1292-64224,XR,Y
1292-64225,AMRO,1292-64225,X,RO
1292-64226,AMRO,1292-64226,G,OX
1292-64227,AMRO,1292-64227,YX,W
1292-64228,AMRO,1292-64228,G,BX
1292-64230,AMRO,1292-64230,G,PX
1292-64231,AMRO,1292-64231,XW,W
1292-64232,AMRO,1292-64232,BO,X
1292-64236,AMRO,1292-64236,BX,K
1292-64237,AMRO,1292-64237,GX,W
1292-64238,AMRO,1292-64238,Y,XM
1292-64240,AMRO,1292-64240,XW,B
1292-64241,AMRO,1292-64241,XB,K
1292-64242,AMRO,1292-64242,OX,M
1292-64243,AMRO,1292-64243,YW,X
1292-64244,AMRO,1292-64244,K,GX
1292-64245,AMRO,1292-64245,GR,X
1292-64246,AMRO,1292-64246,X,-
1292-64247,AMRO,1292-64247,X,WW
1292-64248,AMRO,1292-64248,B,XY
1292-64249,AMRO,1292-64249,W,XM
1292-64251,AMRO,1292-64251,-,RX
1292-64252,AMRO,1292-64252,MP,X
1292-64253,AMRO,1292-64253,X,YW
1292-64254,AMRO,1292-64254,XR,P
1292-64255,AMRO,1292-64255,XK,P
1292-64256,AMRO,1292-64256,X,MP
1292-64257,AMRO,1292-64257,PR,X
1292-64258,AMRO,1292-64258,X,KP
1292-64259,AMRO,1292-64259,P,BX
1292-64260,AMRO,1292-64260,M,XP
1292-64261,AMRO,1292-64261,WP,X
1292-64262,AMRO,1292-64262,XM,P
1292-64263,AMRO,1292-64263,PX,Y
1292-64264,AMRO,1292-64264,P,XW
1292-64265,AMRO,1292-64265,PX,M
1292-64266,AMRO,1292-64266,X,PW
1292-64267,AMRO,1292-64267,WX,P
1292-64271,AMRO,1292-64271,GR,X
1292-64272,AMRO,1292-64272,B,XP
1292-64273,AMRO,1292-64273,XY,K
1292-64274,AMRO,1292-64274,XW,P
1292-64276,AMRO,1292-64276,PX,Y
1292-64277,AMRO,1292-64277,P,XM
1292-64278,AMRO,1292-64278,XY,Y
1292-64279,AMRO,1292-64279,B,XB
1292-64280,AMRO,1292-64280,PW,X
1292-64281,AMRO,1292-64281,YG,X
1292-64282,AMRO,1292-64282,X,RW
1292-64283,AMRO,1292-64283,Y,XG
1292-64284,AMRO,1292-64284,GW,X
1292-64285,AMRO,1292-64285,R,XW
1292-64286,AMRO,1292-64286,RW,X
1292-64287,AMRO,1292-64287,OK,X
1292-64288,AMRO,1292-64288,X,WO
1292-64289,AMRO,1292-64289,B,RX
1292-64290,AMRO,1292-64290,R,MX
1292-64291,AMRO,1292-64291,RK,X
1292-64292,AMRO,1292-64292,W,WX
1292-64301,AMRO,1292-64301,X,PY
1292-64302,AMRO,1292-64302,X,UNK
1292-64303,AMRO,1292-64303,X,WG
1292-64304,AMRO,1292-64304,X,WG
1292-64305,AMRO,1292-64305,R,XK
1292-64306,AMRO,1292-64306,X,-
1292-64307,AMRO,1292-64307,-,X
1292-64308,AMRO,1292-64308,-,X
1292-64309,AMRO,1292-64309,GB,X
1292-64310,AMRO,1292-64310,W,OX
1292-64311,AMRO,1292-64311,X,WG
1292-64312,AMRO,1292-64312,X,YB
1292-64314,AMRO,1292-64314,Y,XR
1292-64315,AMRO,1292-64315,X,WM
1292-64316,AMRO,1292-64316,XY,O
1292-64317,AMRO,1292-64317,R,RX
1292-64318,AMRO,1292-64318,Y,YX
1292-64320,AMRO,1292-64320,Y,RX
1292-64322,AMRO,1292-64322,MX,R
1292-64323,AMRO,1292-64323,XY,B
1292-64324,AMRO,1292-64324,W,XW
1292-64325,AMRO,1292-64325,BX,O
1292-64326,AMRO,1292-64326,X,YR
1292-64327,AMRO,1292-64327,RX,M
1292-64328,AMRO,1292-64328,WO,X
1292-64332,AMRO,1292-64332,OX,B
1292-64333,AMRO,1292-64333,XG,M
1292-64334,AMRO,1292-64334,O,X
1292-64335,AMRO,1292-64335,B,X
1292-64336,AMRO,1292-64336,X,G
1292-64337,AMRO,1292-64337,X,O
1292-64339,AMRO,1292-64339,X,M
1292-64340,AMRO,1292-64340,X,WK
1292-64341,AMRO,1292-64341,X,RK
1292-64345,AMRO,1292-64345,G,XB
1292-64346,AMRO,1292-64346,KX,G
1292-64348,AMRO,1292-64348,YX,R
1292-64349,AMRO,1292-64349,X,RW
1292-64350,AMRO,1292-64350,X,RW
1292-64351,AMRO,1292-64351,K,XW
1292-64373,AMRO,1292-64373,XR,O
1292-64376,AMRO,1292-64376,XK,Y
1292-64379,AMRO,1292-64379,OB,X
1292-64380,AMRO,1292-64380,K,XY
1292-64381,AMRO,1292-64381,XG,R
1292-64383,AMRO,1292-64383,RX,W
1292-64394,AMRO,1292-64394,O,MX
1292-64401,AMRO,1292-64401,XB,P
1292-64402,AMRO,1292-64402,PY,X
1292-64403,AMRO,1292-64403,X,BP
1292-64404,AMRO,1292-64404,YP,X
1292-64405,AMRO,1292-64405,-,X
1292-64406,AMRO,1292-64406,R,XP
1292-64407,AMRO,1292-64407,XP,G
1292-64408,AMRO,1292-64408,RX,P
1292-64501,AMRO,1292-64501,P,OX
1292-64502,AMRO,1292-64502,YP,X
1292-64503,AMRO,1292-64503,P,MX
1292-64504,AMRO,1292-64504,PX,W
1292-64505,AMRO,1292-64505,XP,R
1292-64506,AMRO,1292-64506,PP,X
1292-64507,AMRO,1292-64507,PB,X
1292-64508,AMRO,1292-64508,PX,G
1292-64509,AMRO,1292-64509,P,BX
1292-64510,AMRO,1292-64510,MX,P
1292-64511,AMRO,1292-64511,P,RX
1292-64512,AMRO,1292-64512,PB,X
1292-64513,AMRO,1292-64513,P,MX
1292-64514,AMRO,1292-64514,Y,XP
1292-64515,AMRO,1292-64515,P,XY
1292-64516,AMRO,1292-64516,BP,X
1292-64517,AMRO,1292-64517,X,OM
1292-64518,AMRO,1292-64518,P,OX
1292-64519,AMRO,1292-64519,R,XB
1292-64520,AMRO,1292-64520,M,PX
1292-64524,AMRO,1292-64524,B,XM
1292-64525,AMRO,1292-64525,X,YK
1292-64526,AMRO,1292-64526,GB,X
1292-64528,AMRO,1292-64528,XP,R
1292-64529,AMRO,1292-64529,X,OP
1292-64530,AMRO,1292-64530,PX,W
1292-64533,AMRO,1292-64533,OX,O
1292-64535,AMRO,1292-64535,X,YR
1292-64536,AMRO,1292-64536,WX,Y
1292-64537,AMRO,1292-64537,M,BX
1292-64538,AMRO,1292-64538,X,OB
1292-64541,AMRO,1292-64541,WX,Y
1292-64542,AMRO,1292-64542,-,YX
1292-64543,AMRO,1292-64543,BX,M
1292-64545,AMRO,1292-64545,YO,X
1292-64546,AMRO,1292-64546,RG,X
1292-64547,AMRO,1292-64547,XP,G
1292-64548,AMRO,1292-64548,BX,O
1292-64549,AMRO,1292-64549,O,OX
1292-64550,AMRO,1292-64550,WX,M
1292-64551,AMRO,1292-64551,XP,R
1292-64552,AMRO,1292-64552,M,GX
1292-64553,AMRO,1292-64553,X,KK
1292-64554,AMRO,1292-64554,PX,R
1292-64555,AMRO,1292-64555,M,XW
1292-64556,AMRO,1292-64556,K,MX
1292-64557,AMRO,1292-64557,P,XO
1292-64558,AMRO,1292-64558,X,RG
1292-64559,AMRO,1292-64559,O,XO
1292-64560,AMRO,1292-64560,MX,M
1292-64563,AMRO,1292-64563,XP,G
1292-64564,AMRO,1292-64564,P,WX
1292-64565,AMRO,1292-64565,XY,B
1292-64566,AMRO,1292-64566,Y,XK
1292-64567,AMRO,1292-64567,OO,X
1292-64568,AMRO,1292-64568,XK,P
1292-64570,AMRO,1292-64570,Y,PX
1292-64571,AMRO,1292-64571,P,XW
1292-64572,AMRO,1292-64572,X,YW
1292-64573,AMRO,1292-64573,P,YX
1292-64574,AMRO,1292-64574,P,PX
1292-64575,AMRO,1292-64575,WW,RX
1292-64576,AMRO,1292-64576,X,GP
1292-64577,AMRO,1292-64577,RY,X
1292-64578,AMRO,1292-64578,XP,O
1292-64579,AMRO,1292-64579,WX,P
1292-64580,AMRO,1292-64580,P,XY
1292-64581,AMRO,1292-64581,G,YX
1292-64582,AMRO,1292-64582,P,PX
1292-64583,AMRO,1292-64583,P,GX
1292-64584,AMRO,1292-64584,X,-
1292-64585,AMRO,1292-64585,OY,X
1292-64586,AMRO,1292-64586,WK,X
1292-64587,AMRO,1292-64587,O,X
1342-16703,AMRO,1342-16703,YY,X
1342-16706,AMRO,1342-16706,B,GX
1342-16707,AMRO,1342-16707,G,WX
1342-16710,AMRO,1342-16710,R,XM
1342-16711,AMRO,1342-16711,X,GY
1342-16719,AMRO,1342-16719,XY,Y
1342-16726,AMRO,1342-16726,B,YX
1342-16728,AMRO,1342-16728,G,XB
1342-16729,AMRO,1342-16729,KX,M
1342-16730,AMRO,1342-16730,Y,WX
1342-16731,AMRO,1342-16731,RX,R
1342-16732,AMRO,1342-16732,Y,BX
1342-16735,AMRO,1342-16735,YB,X
1342-16738,AMRO,1342-16738,BO,X
1342-72967,AMRO,1342-72967,G,XO
1342-72968,AMRO,1342-72968,XG,Y
1342-72970,AMRO,1342-72970,X,KY
1342-72971,AMRO,1342-72971,GG,X
1342-72972,AMRO,1342-72972,X,KO
1342-72973,AMRO,1342-72973,X,WR
1342-72974,AMRO,1342-72974,GY,X
1342-72976,AMRO,1342-72976,G,OX
1342-72977,AMRO,1342-72977,B,RX
1342-72978,AMRO,1342-72978,GK,X
1342-72979,AMRO,1342-72979,X,BP
1342-72980,AMRO,1342-72980,P,RX
1342-72981,AMRO,1342-72981,X,OO
1342-72982,AMRO,1342-72982,R,PX
1342-72983,AMRO,1342-72983,YX,W
1342-72985,AMRO,1342-72985,G,BX
1342-72986,AMRO,1342-72986,XO,P
1342-72987,AMRO,1342-72987,WO,X
1342-72988,AMRO,1342-72988,X,MB
1342-72989,AMRO,1342-72989,X,RK
1342-74065,AMRO,1342-74065,P,X
1342-74078,AMRO,1342-74078,XP,Y
1342-74079,AMRO,1342-74079,PX,O
1342-74080,AMRO,1342-74080,YB,X
1342-74081,AMRO,1342-74081,MX,O
1342-74082,AMRO,1342-74082,GX,B
1342-74083,AMRO,1342-74083,OO,X
1342-74084,AMRO,1342-74084,Y,X
1342-74086,AMRO,1342-74086,O,WX
1342-74087,AMRO,1342-74087,XY,G
1342-74088,AMRO,1342-74088,G,XP
1342-74089,AMRO,1342-74089,GY,X
1342-74090,AMRO,1342-74090,X,PP
1342-74091,AMRO,1342-74091,X,WY
1342-74095,AMRO,1342-74095,O,RX
1342-74096,AMRO,1342-74096,WW,X
1342-74097,AMRO,1342-74097,K,BX
1342-74098,AMRO,1342-74098,YX,P
1342-74099,AMRO,1342-74099,BX,O
1342-74101,AMRO,1342-74101,K,WX
1342-74102,AMRO,1342-74102,B,XB
1342-74103,AMRO,1342-74103,K,XM
1342-74104,AMRO,1342-74104,R,RX
1342-74105,AMRO,1342-74105,MX,K
1342-74106,AMRO,1342-74106,X,KM
1342-74107,AMRO,1342-74107,X,BR
1342-74108,AMRO,1342-74108,X,YP
1342-74109,AMRO,1342-74109,YX,OX
1342-74110,AMRO,1342-74110,RY,X
1342-74111,AMRO,1342-74111,X,GM
1342-74112,AMRO,1342-74112,XK,G
1342-74113,AMRO,1342-74113,W,OX
1342-74114,AMRO,1342-74114,X,YB
1342-74115,AMRO,1342-74115,XK,R
1342-74116,AMRO,1342-74116,XK,Y
1342-74117,AMRO,1342-74117,XB,G
1342-74118,AMRO,1342-74118,OX,M
1342-74119,AMRO,1342-74119,BX,O
1342-74120,AMRO,1342-74120,M,PX
1342-74121,AMRO,1342-74121,X,YY
1342-74122,AMRO,1342-74122,GX,R
1342-74123,AMRO,1342-74123,GX,Y
1342-74125,AMRO,1342-74125,BO,X
1342-74126,AMRO,1342-74126,MW,X
1342-74127,AMRO,1342-74127,X,OP
1342-74128,AMRO,1342-74128,GP,X
1342-74129,AMRO,1342-74129,GB,X
1342-74130,AMRO,1342-74130,XY,P
1342-74131,AMRO,1342-74131,X,-
1342-74132,AMRO,1342-74132,R,XB
1342-74133,AMRO,1342-74133,RR,X
1342-74134,AMRO,1342-74134,W,XR
1342-74135,AMRO,1342-74135,OX,P
1342-74136,AMRO,1342-74136,XW,P
1342-74137,AMRO,1342-74137,X,RB
1342-74138,AMRO,1342-74138,XB,R
1342-74140,AMRO,1342-74140,O,PX
1342-74141,AMRO,1342-74141,P,XR
1342-74142,AMRO,1342-74142,XR,P
1342-74143,AMRO,1342-74143,YX,O
1342-74144,AMRO,1342-74144,XM,G
1342-74145,AMRO,1342-74145,X,G
1342-74148,AMRO,1342-74148,X,R
1342-74199,AMRO,1342-74199,XW,G
1352-27601,AMRO,1352-27601,YM,X
1352-27605,AMRO,1352-27605,X,RG
1352-27606,AMRO,1352-27606,X,OB
1352-27607,AMRO,1352-27607,R,BX
1352-27608,AMRO,1352-27608,X,WY
1352-27609,AMRO,1352-27609,Y,XY
1352-27610,AMRO,1352-27610,OO,X
1352-27614,AMRO,1352-27614,O,XM
1352-27615,AMRO,1352-27615,RX,B
1352-27618,AMRO,1352-27618,XY,G
1352-27620,AMRO,1352-27620,BX,M
1352-27679,AMRO,1352-27679,G,RX
1352-27680,AMRO,1352-27680,R,YX
1352-27689,AMRO,1352-27689,X,MG
1352-27697,AMRO,1352-27697,X,MB
1352-27698,AMRO,1352-27698,RY,X
1352-27700,AMRO,1352-27700,R,OX
1352-27751,AMRO,1352-27751,XM,G
1352-27754,AMRO,1352-27754,XB,M
1352-27755,AMRO,1352-27755,O,BX
1352-27758,AMRO,1352-27758,MX,G
1352-27761,AMRO,1352-27761,OR,X
1352-27762,AMRO,1352-27762,OX,Y
1352-27767,AMRO,1352-27767,GK,X
1352-45801,AMRO,1352-45801,R,BX
1352-45802,AMRO,1352-45802,G,XG
1352-45808,AMRO,1352-45808,X,GB
1352-45809,AMRO,1352-45809,BX,W
1352-45810,AMRO,1352-45810,B,YX
1352-45811,AMRO,1352-45811,X,YK
1352-45812,AMRO,1352-45812,K,WX
1352-45814,AMRO,1352-45814,X,MX
1352-45815,AMRO,1352-45815,KM,XM
1352-45816,AMRO,1352-45816,-,XK
1352-45817,AMRO,1352-45817,GW,X
1352-45818,AMRO,1352-45818,MK,X
1352-45819,AMRO,1352-45819,YX,MX
1352-45820,AMRO,1352-45820,WX,K
1352-45821,AMRO,1352-45821,YX,OX
1352-45822,AMRO,1352-45822,O,GX
1352-45823,AMRO,1352-45823,O,KX
1352-45824,AMRO,1352-45824,GW,X
1352-45825,AMRO,1352-45825,XO,O
1352-45827,AMRO,1352-45827,X,GO
1352-45828,AMRO,1352-45828,KX,WX
1352-45829,AMRO,1352-45829,W,WX
1352-45830,AMRO,1352-45830,YX,G
1352-45831,AMRO,1352-45831,Y,XG
1352-45832,AMRO,1352-45832,YX,W
1352-45833,AMRO,1352-45833,OO,X
1352-45834,AMRO,1352-45834,YO,X
1352-45835,AMRO,1352-45835,G,XR
1352-45836,AMRO,1352-45836,BX,Y
1352-45837,AMRO,1352-45837,X,OR
1352-45901,AMRO,1352-45901,YM,X
1352-45904,AMRO,1352-45904,WP,X
1352-45905,AMRO,1352-45905,BX,R
1352-45906,AMRO,1352-45906,M,OX
1352-45907,AMRO,1352-45907,Y,MX
1352-45908,AMRO,1352-45908,XR,R
1352-45909,AMRO,1352-45909,XW,O
1352-45910,AMRO,1352-45910,GX,B
1352-45911,AMRO,1352-45911,YX,R
1352-45912,AMRO,1352-45912,PX,B
1352-45913,AMRO,1352-45913,BX,W
1352-45914,AMRO,1352-45914,BY,X
1352-45915,AMRO,1352-45915,PB,X
1352-45918,AMRO,1352-45918,O,YX
1352-45919,AMRO,1352-45919,BW,X
1352-45921,AMRO,1352-45921,-,XY
1352-45924,AMRO,1352-45924,PK,X
1352-45925,AMRO,1352-45925,R,PX
1352-46108,AMRO,1352-46108,R,OX
1352-46109,AMRO,1352-46109,W,KX
1352-46110,AMRO,1352-46110,R,KX
1352-46111,AMRO,1352-46111,X,OG
1352-46112,AMRO,1352-46112,R,YX
1352-46113,AMRO,1352-46113,XP,P
1352-46114,AMRO,1352-46114,OX,Y
1352-46115,AMRO,1352-46115,M,PX
1352-46116,AMRO,1352-46116,X,BP
1352-46117,AMRO,1352-46117,OO,OX
1352-46118,AMRO,1352-46118,XW,B
1352-46119,AMRO,1352-46119,GX,R
1352-46120,AMRO,1352-46120,XM,K
1352-46121,AMRO,1352-46121,XM,Y
1352-46122,AMRO,1352-46122,W,XO
1352-46123,AMRO,1352-46123,GG,GX
1352-46124,AMRO,1352-46124,W,XM
1352-46125,AMRO,1352-46125,M,BX
1352-46126,AMRO,1352-46126,GR,X
1352-46128,AMRO,1352-46128,XM,P
1352-46130,AMRO,1352-46130,WP,X
1352-46137,AMRO,1352-46137,R,XB
1352-46138,AMRO,1352-46138,MX,G
1352-46139,AMRO,1352-46139,GW,X
1352-46140,AMRO,1352-46140,XM,P
1352-46141,AMRO,1352-46141,Y,XG
1352-46142,AMRO,1352-46142,WR,X
1352-46143,AMRO,1352-46143,YG,X
1352-46144,AMRO,1352-46144,YR,X
1352-46146,AMRO,1352-46146,RW,X
1352-46201,AMRO,1352-46201,XG,M
1352-46202,AMRO,1352-46202,YX,K
1352-46203,AMRO,1352-46203,X,PY
1352-46205,AMRO,1352-46205,XW,W
1352-46206,AMRO,1352-46206,XB,P
1352-46207,AMRO,1352-46207,W,XW
1352-46208,AMRO,1352-46208,X,YY
1352-46209,AMRO,1352-46209,RX,R
1352-46210,AMRO,1352-46210,X,GP
1352-46212,AMRO,1352-46212,XG,G
1352-46213,AMRO,1352-46213,P,YX
1352-46214,AMRO,1352-46214,BO,X
1352-46215,AMRO,1352-46215,X,RW
1352-46216,AMRO,1352-46216,K,XG
1352-46220,AMRO,1352-46220,X,BK
1352-46221,AMRO,1352-46221,X,GO
1352-46230,AMRO,1352-46230,G,PX
1352-46233,AMRO,1352-46233,P,XM
1352-46234,AMRO,1352-46234,PY,X
1352-46235,AMRO,1352-46235,B,XP
1352-46236,AMRO,1352-46236,XW,M
1352-46237,AMRO,1352-46237,X,GO
1352-46238,AMRO,1352-46238,X,BK
1352-46239,AMRO,1352-46239,-,X
1352-46240,AMRO,1352-46240,XG,Y
1352-46241,AMRO,1352-46241,X,WO
1352-46243,AMRO,1352-46243,R,MX
1352-46244,AMRO,1352-46244,GG,X
1352-46245,AMRO,1352-46245,X,RR
1352-46247,AMRO,1352-46247,X,BP
1352-46303,AMRO,1352-46303,X,GW
1352-46306,AMRO,1352-46306,X,GO
1352-46307,AMRO,1352-46307,-,GX
1352-46311,AMRO,1352-46311,Y,KX
1352-46312,AMRO,1352-46312,G,XB
1352-46315,AMRO,1352-46315,G,XB
1352-46318,AMRO,1352-46318,B,XP
1352-46321,AMRO,1352-46321,K,RX
1352-46322,AMRO,1352-46322,K,OX
1352-46323,AMRO,1352-46323,K,GX
1352-46331,AMRO,1352-46331,W,XP
1352-46337,AMRO,1352-46337,K,XP
1352-46338,AMRO,1352-46338,K,OX
1352-46339,AMRO,1352-46339,K,XR
1352-46340,AMRO,1352-46340,B,XO
1352-46343,AMRO,1352-46343,OX,-
1352-46345,AMRO,1352-46345,-,OX
1352-46346,AMRO,1352-46346,K,BX
1352-46347,AMRO,1352-46347,B,BX
1352-46348,AMRO,1352-46348,B,XP
1352-46349,AMRO,1352-46349,M,XR
1352-46351,AMRO,1352-46351,-,PX
1352-46352,AMRO,1352-46352,M,XY
1352-46353,AMRO,1352-46353,X,P
1352-46354,AMRO,1352-46354,W,PX
1352-46355,AMRO,1352-46355,X,RB
1352-46356,AMRO,1352-46356,B,XR
1352-46358,AMRO,1352-46358,GX,PX
1352-46359,AMRO,1352-46359,OB,XB
1352-46361,AMRO,1352-46361,-,WX
1352-46362,AMRO,1352-46362,-,PX
1352-46363,AMRO,1352-46363,-,YX
1352-46364,AMRO,1352-46364,B,MX
1352-46365,AMRO,1352-46365,-,WX
1352-46366,AMRO,1352-46366,G,BX
1352-46367,AMRO,1352-46367,B,XP
1352-46368,AMRO,1352-46368,R,GX
1352-46369,AMRO,1352-46369,-,XW
1352-46370,AMRO,1352-46370,B,XM
1352-46372,AMRO,1352-46372,M,BX
1352-46373,AMRO,1352-46373,K,PX
1352-46375,AMRO,1352-46375,BX,P
1352-46376,AMRO,1352-46376,O,MX
1352-46377,AMRO,1352-46377,B,XY
1352-46378,AMRO,1352-46378,GO,X
1352-46379,AMRO,1352-46379,XY,P
1352-46382,AMRO,1352-46382,RX,R
1352-46383,AMRO,1352-46383,MX,Y
1352-46386,AMRO,1352-46386,WX,G
1352-46387,AMRO,1352-46387,BP,X
1352-46388,AMRO,1352-46388,O,OX
1352-46389,AMRO,1352-46389,R,XG
1352-46390,AMRO,1352-46390,O,BX
1352-46392,AMRO,1352-46392,K,XO
1352-46393,AMRO,1352-46393,KX,Y
1352-46394,AMRO,1352-46394,PM,X
1352-46395,AMRO,1352-46395,OW,X
1352-46397,AMRO,1352-46397,XR,Y
1352-46398,AMRO,1352-46398,MP,X
1352-46401,AMRO,1352-46401,X,KY
1352-46402,AMRO,1352-46402,OK,X
1352-46404,AMRO,1352-46404,X,-
1352-46407,AMRO,1352-46407,G,XM
1352-46409,AMRO,1352-46409,GY,X
1352-46410,AMRO,1352-46410,WM,X
1352-46411,AMRO,1352-46411,O,XM
1352-46412,AMRO,1352-46412,RG,X
1352-46415,AMRO,1352-46415,X,OB
1352-46416,AMRO,1352-46416,BR,X
1352-46417,AMRO,1352-46417,XG,YX
1352-46418,AMRO,1352-46418,X,GG
1352-46419,AMRO,1352-46419,K,XB
1352-46422,AMRO,1352-46422,W,MX
1352-46427,AMRO,1352-46427,O,WX
1352-46428,AMRO,1352-46428,M,XG
1352-46432,AMRO,1352-46432,X,KR
1352-46437,AMRO,1352-46437,X,RR
1352-46438,AMRO,1352-46438,B,MX
1352-46440,AMRO,1352-46440,WX,M
1352-46441,AMRO,1352-46441,W,YX
1352-46442,AMRO,1352-46442,R,XK
1352-46443,AMRO,1352-46443,R,XM
1352-46444,AMRO,1352-46444,X,GG
1352-46445,AMRO,1352-46445,X,OM
1352-46446,AMRO,1352-46446,RK,X
1352-46447,AMRO,1352-46447,KX,K
1352-46448,AMRO,1352-46448,X,MB
1352-46449,AMRO,1352-46449,G,X
1352-46450,AMRO,1352-46450,X,G
1352-46459,AMRO,1352-46459,XG,R
1352-46460,AMRO,1352-46460,X,OK
1352-46464,AMRO,1352-46464,X,MB
1352-46465,AMRO,1352-46465,X,WO
1352-46466,AMRO,1352-46466,B,WX
1352-46467,AMRO,1352-46467,KY,X
1352-46468,AMRO,1352-46468,WW,YX
1352-46472,AMRO,1352-46472,YP,X
1352-46473,AMRO,1352-46473,X,RY
1352-46474,AMRO,1352-46474,XO,YY
1352-46476,AMRO,1352-46476,KX,O
1352-46482,AMRO,1352-46482,KY,X
1352-46483,AMRO,1352-46483,B,RX
1352-46487,AMRO,1352-46487,BX,B
1352-46488,AMRO,1352-46488,KG,X
1352-46489,AMRO,1352-46489,KO,X
1352-46492,AMRO,1352-46492,BB,X
1352-46493,AMRO,1352-46493,XY,G
1352-46494,AMRO,1352-46494,GK,X
1352-46495,AMRO,1352-46495,B,X
1352-46496,AMRO,1352-46496,KX,M
1352-46497,AMRO,1352-46497,BY,X
1352-46498,AMRO,1352-46498,YX,PY
1352-46499,AMRO,1352-46499,XO,B
1352-46501,AMRO,1352-46501,O,KX
1352-46502,AMRO,1352-46502,BX,B
1352-46503,AMRO,1352-46503,B,PX
1352-46504,AMRO,1352-46504,W,PX
1352-46505,AMRO,1352-46505,PM,X
1352-46506,AMRO,1352-46506,G,GX
1352-46507,AMRO,1352-46507,Y,XR
1352-46508,AMRO,1352-46508,X,WP
1352-46509,AMRO,1352-46509,XY,O
1352-46510,AMRO,1352-46510,X,PO
1352-46511,AMRO,1352-46511,X,BY
1352-46512,AMRO,1352-46512,X,MR
1352-46513,AMRO,1352-46513,GM,X
1352-46514,AMRO,1352-46514,B,WX
1352-46515,AMRO,1352-46515,X,MO
1352-46516,AMRO,1352-46516,GW,X
1352-46517,AMRO,1352-46517,K,XB
1352-46518,AMRO,1352-46518,X,PM
1352-46519,AMRO,1352-46519,X,OM
1352-46521,AMRO,1352-46521,X,PO
1352-46524,AMRO,1352-46524,YX,O
1352-46525,AMRO,1352-46525,XM,B
1352-46527,AMRO,1352-46527,X,MY
1352-46528,AMRO,1352-46528,X,BK
1352-46530,AMRO,1352-46530,X,BW
1352-46531,AMRO,1352-46531,K,XY
1352-46532,AMRO,1352-46532,B,RX
1352-46533,AMRO,1352-46533,X,MG
1352-46534,AMRO,1352-46534,X,PW
1352-46536,AMRO,1352-46536,BR,X
1352-46537,AMRO,1352-46537,X,PO
1352-46538,AMRO,1352-46538,YG,X
