hub,site,date,observerEnc,encounterType,speciesEnc,bandNumber,colorCombo,age,sex,breedingCond,fat,mass,wing,tl,tarsus,featherID,attachmentID,rsLong,rsLat,notesEnc
Springfield,MATHLYNMA1,7/22/2015,,Band,BCCH,2750-35131,"A,BK/W",U,U,U,NULL,10.62,65,63,17.09,NULL,,,, 
Springfield,MATHLYNMA1,7/22/2015,,Band,BCCH,2750-35130,"A/R,Y",AHY,U,U,NULL,10.98,66,66,17.35,NULL,,,, 
Springfield,MATHLYNMA1,7/22/2015,,Band,BCCH,2750-35132,"G,BU/A",HY,U,J,NULL,11.73,66,63,17.32,NULL,,,, 
Springfield,MATHLYNMA1,7/22/2015,,Band,NOCA,2651-43300,"A/G,O",AHY,M,CP,NULL,39.39,92,104,23.21,NULL,,,, 
Springfield,MATHLYNMA1,7/22/2015,,Band,NOCA,2651-17178,"A/W,BU",AHY,F,BP,NULL,39.28,89,98,25.05,NULL,,,, 
Springfield,CHICBOYMA1,7/24/2015,,Band,AMRO,1212-27617,"Y/Y,A",HY,U,J,NULL,62.45,97,54,30.1,NULL,,,, 
Springfield,CHICBOYMA1,7/24/2015,,Band,NOMO,1212-27616,"O/O,A",AHY,M,CP,NULL,45.09,108,118.5,29.96,NULL,,,, 
Springfield,CHICBOYMA1,7/24/2015,,Band,SOSP,2291-44262,"A,BU/R",AHY,M,CP,NULL,22.07,64.5,65,20.7,NULL,,,, 
Springfield,LEWASUSMA1,7/24/2015,NA,Resight-participant,BCCH,275035024,"O/A,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GUISKATMA1,7/25/2015,,Band,BCCH,2750-35133,"A/G,BK",HY,U,J,NULL,11.86,66,63,16.99,NULL,,,, 
Springfield,GUISKATMA1,7/25/2015,,Band,BCCH,2750-35134,"PK/Y,A",HY,U,J,NULL,10.49,65,64,16.81,NULL,,,, 
Springfield,GUISKATMA1,7/25/2015,,Band,GRCA,2651-17179,"A,O/G",AHY,M,CP,NULL,37.43,82,83,26.5,NULL,,,, 
Springfield,BULLTHOMA1,7/26/2015,,Band,BCCH,2750-35137,"A,BU/BK",AHY,U,U,NULL,12,68,65,16.5,NULL,,,, 
Springfield,BULLTHOMA1,7/26/2015,,Band,BCCH,2750-35135,"A/PK,Y",AHY,U,U,NULL,12.19,68,66,17.1,NULL,,,, 
Springfield,BULLTHOMA1,7/26/2015,,Band,BCCH,2750-35138,"A/R,R",HY,U,J,NULL,11.48,65,60,16.8,NULL,,,, 
Springfield,SURNSCOMA1,7/26/2015,,Band,BCCH,2750-34910,"A/W,Y",HY,U,J,NULL,11.48,64,58,17,NULL,,,, 
Springfield,SURNSCOMA1,7/26/2015,,Band,BCCH,2750-34909,"BU,PK/A",U,U,U,NULL,12.67,67,65,16.8,NULL,,,, 
Springfield,BULLTHOMA1,7/26/2015,,Band,BCCH,2750-35136,"G,O/A",HY,U,J,NULL,11.01,63,61,16.6,NULL,,,, 
Springfield,BULLTHOMA1,7/26/2015,,Band,BCCH,2750-35139,"W,BK/A",U,U,U,NULL,9.65,62,58,16.8,NULL,,,, 
Springfield,BULLTHOMA1,7/26/2015,,Band,CARW,2571-83141,"BU,A/P",AHY,U,U,NULL,21.16,61,56,21,NULL,,,, 
Springfield,SURNSCOMA1,7/26/2015,,Band,EAPH,2750-34912,"G/A,A/G",HY,U,J,NULL,19.15,83,70,17.1,NULL,,,, 
Springfield,BULLTHOMA1,7/26/2015,,Band,GRCA,2651-17183,"A/O,PK",SY,F,BP,NULL,38.71,87,99,28.7,NULL,,,, 
Springfield,SURNSCOMA1,7/26/2015,,Band,GRCA,2651-43345,"BU,O/A",HY,U,J,NULL,38.65,88,73,29.1,NULL,,,, 
Springfield,BULLTHOMA1,7/26/2015,,Band,GRCA,2651-17182,"G,Y/A",HY,U,J,NULL,38.41,90,94,29.9,NULL,,,, 
Springfield,BULLTHOMA1,7/26/2015,,Band,GRCA,2651-17181,"R/W,A",SY,M,CP,NULL,35.02,85,91,27.8,NULL,,,, 
Springfield,BULLTHOMA1,7/26/2015,,Band,GRCA,2651-17180,"Y/A,BU",AHY,F,BP,NULL,41.76,89,94,28.7,NULL,,,, 
Springfield,SURNSCOMA1,7/26/2015,,Band,HOWR,2750-34908,"A,Y/Y",U,U,U,NULL,11.09,50.5,48,17.2,NULL,,,, 
Springfield,SURNSCOMA1,7/26/2015,,Band,HOWR,2750-34911,"G/A,O",U,U,U,NULL,10.8,45,44,17,NULL,,,, 
Springfield,SURNSCOMA1,7/26/2015,,Band,NOCA,2651-43346,"BU/BU,A",AHY,F,BP,NULL,45.05,91.5,100,25.2,NULL,,,, 
Springfield,SURNSCOMA1,7/26/2015,,Band,NOCA,2651-43347,"Y/A,Y",HY,U,J,NULL,41.65,88,94,24.4,NULL,,,, 
Springfield,BOYSGIRMA1,7/27/2015,,Band,AMRO,1352-63575,"A,W/P",HY,U,J,NULL,87.2,123,97,33.98,NULL,,,, 
Springfield,PICKSALMA1,7/27/2015,,Band,BCCH,2750-34913,"PK/G,R/A",HY,U,J,NULL,11.36,66,65,16.7,NULL,,,, 
Springfield,PICKSALMA1,7/27/2015,,Band,CARW,2291-44264,"O/BU,A",AHY,M,CP,NULL,21.08,60,50,21.2,NULL,,,, 
Springfield,PICKSALMA1,7/27/2015,,Band,GRCA,2651-43350,"A/W,W",AHY,F,BP,NULL,36.36,88.5,92,26.9,NULL,,,, 
Springfield,PICKSALMA1,7/27/2015,,Band,GRCA,2651-43349,"BK/R,A",AHY,F,BP,NULL,36.96,87.5,91,27.3,NULL,,,, 
Springfield,PICKSALMA1,7/27/2015,,Band,GRCA,2651-43348,"BU,Y/A",AHY,M,CP,NULL,35.18,88,96,27.7,NULL,,,, 
Springfield,PICKSALMA1,7/27/2015,,Band,HOWR,2750-34914,"PK/G,O/A",AHY,M,CP,NULL,9.94,49,42,16.2,NULL,,,, 
Springfield,PICKSALMA1,7/27/2015,,Band,SOSP,2291-44263,"A,Y/O",AHY,M,CP,NULL,20.4,67.5,69,21.4,NULL,,,, 
Springfield,DAVILAUMA1,7/28/2015,,Band,BCCH,2750-34916,"A,PK/O",U,U,U,NULL,11.53,65,64,15.5,NULL,,,, 
Springfield,DAVILAUMA1,7/28/2015,,Band,BCCH,2750-34919,"A/BU,G",U,U,U,NULL,10.72,65,62,16.2,NULL,,,, 
Springfield,DAVILAUMA1,7/28/2015,,Band,BCCH,2750-34917,"BK/P,A",U,U,U,NULL,11.41,67,67,NULL,NULL,,,, 
Springfield,DAVILAUMA1,7/28/2015,,Band,BCCH,2750-34918,"O,A/R",U,U,U,NULL,10.38,66.5,62,16,NULL,,,, 
Springfield,DAVILAUMA1,7/28/2015,,Band,BCCH,2750-34920,"R/R,A",U,U,U,NULL,11.92,68,68,16.7,NULL,,,, 
Springfield,DAVILAUMA1,7/28/2015,,Band,HOWR,2750-34915,"PK/O,A",HY,U,J,NULL,10.15,48.5,40,17.3,NULL,,,, 
Springfield,DAVILAUMA1,7/28/2015,,Band,NOCA,2651-43351,"A/G,W",U,U,U,NULL,40.75,92,102,24.8,NULL,,,, 
Springfield,WALSMELMA1,7/28/2015,,Band,BCCH,2750-35140,"W,A/P",AHY,U,U,NULL,11.9,65,65,16.72,NULL,,,, 
Springfield,WALSMELMA1,7/28/2015,,Band,GRCA,2651-17185,"BU/A,G",AHY,M,CP,NULL,38.78,95,99,29.5,NULL,,,, 
Springfield,WALSMELMA1,7/28/2015,,Band,GRCA,2651-17184,"O,BK/A",ASY,M,CP,NULL,35.74,95,104,20.05,NULL,,,, 
Springfield,WALSMELMA1,7/28/2015,,Band,HOWR,2750-35141,"Y/A,Y",U,U,U,NULL,10.48,50,41,17.42,NULL,,,, 
Springfield,WALSMELMA1,7/28/2015,,Band,RBWO,1352-63576,"-,A",HY,U,J,NULL,71.73,124,80,21.31,NULL,,,, 
Springfield,WALSMELMA1,7/28/2015,,Band,SOSP,2571-83144,"A/G,W",HY,U,J,NULL,21.83,64,65,21.4,NULL,,,, 
Springfield,WALSMELMA1,7/28/2015,,Band,SOSP,2571-83143,"A/R,BU",HY,U,J,NULL,20.57,64,64,21.71,NULL,,,, 
Springfield,WALSMELMA1,7/28/2015,,Band,SOSP,2571-83142,"Y/A,Y",AHY,M,CP,NULL,21.86,65,67,22.69,NULL,,,, 
Springfield,ARCASUMMA1,7/29/2015,,Band,AMRO,1352-63577,"A/P,Y",HY,U,J,NULL,75.54,122,94,32.6,NULL,,,, 
Springfield,ARCASUMMA1,7/29/2015,,Band,BCCH,2750-35142,"A,P/BK",AHY,M,CP,NULL,11.66,65,63,18.8,NULL,,,, 
Springfield,HENDANNMA1,7/29/2015,,Band,BCCH,2750-34923,"A/O,Y",U,U,U,NULL,12.38,68,67,16.7,NULL,,,, 
Springfield,HENDANNMA1,7/29/2015,,Band,BCCH,2750-34922,"R/G,A",HY,U,J,NULL,10.59,65.5,62,15.8,NULL,,,, 
Springfield,HENDANNMA1,7/29/2015,,Band,BCCH,2750-34921,"W/G,A",U,U,U,NULL,9.35,62,60,15.5,NULL,,,, 
Springfield,ARCASUMMA1,7/29/2015,,Band,BCCH,2750-35143,"Y,A/P",HY,U,J,NULL,9.52,61,62,17.1,NULL,,,, 
Springfield,ARCASUMMA1,7/29/2015,,Band,CARW,2571-83145,"A/O,O",AHY,M,CP,NULL,19.07,61,53,21,NULL,,,, 
Springfield,ARCASUMMA1,7/29/2015,,Band,GRCA,2651-17189,"A,W/BK",HY,U,J,NULL,24.3,85,88,29.3,NULL,,,, 
Springfield,ARCASUMMA1,7/29/2015,,Band,GRCA,2651-17191,"A,W/P",HY,U,J,NULL,36.83,86,93,29.1,NULL,,,, 
Springfield,HENDANNMA1,7/29/2015,,Band,GRCA,2651-43356,"A/O,G",HY,U,J,NULL,35.13,88,91,27.8,NULL,,,, 
Springfield,HENDANNMA1,7/29/2015,,Band,GRCA,2651-43358,"A/W,Y",HY,U,J,NULL,37.37,86,85,28.4,NULL,,,, 
Springfield,HENDANNMA1,7/29/2015,,Band,GRCA,2651-43354,"BU,W/A",HY,U,J,NULL,35.57,88,88,26.7,NULL,,,, 
Springfield,ARCASUMMA1,7/29/2015,,Band,GRCA,2651-17188,"BU/PK,A",HY,U,J,NULL,38.85,86,90,27.09,NULL,,,, 
Springfield,ARCASUMMA1,7/29/2015,,Band,GRCA,2651-17194,"G/G,A",HY,U,J,NULL,38.02,87,90,28.2,NULL,,,, 
Springfield,HENDANNMA1,7/29/2015,,Band,GRCA,2651-43357,"G/Y,A",HY,U,J,NULL,37.8,87,86,27.3,NULL,,,, 
Springfield,ARCASUMMA1,7/29/2015,,Band,GRCA,2651-17192,"O/BU,A",HY,U,J,NULL,34.42,84,93,27.95,NULL,,,, 
Springfield,ARCASUMMA1,7/29/2015,,Band,GRCA,2651-17193,"R,A/R",HY,U,J,NULL,36.42,86,90,28.99,NULL,,,, 
Springfield,HENDANNMA1,7/29/2015,,Band,GRCA,2651-43352,"Y,BK/A",HY,U,J,NULL,36.61,85,96,27.2,NULL,,,, 
Springfield,HENDANNMA1,7/29/2015,,Band,GRCA,2651-43353,"Y/A,R/A",HY,U,J,NULL,34.45,86,91,26,NULL,,,, 
Springfield,HENDANNMA1,7/29/2015,,Band,GRCA,2651-43355,"Y/A,G",HY,U,J,NULL,35.04,86,90,27.5,NULL,,,, 
Springfield,ARCASUMMA1,7/29/2015,,Band,NOCA,2651-17186,"A,BK/R",AHY,F,BP,NULL,40.29,87,96,24.95,NULL,,,, 
Springfield,ARCASUMMA1,7/29/2015,,Band,NOCA,2651-17190,"G,A/R",AHY,M,CP,NULL,44.96,95,95,24.6,NULL,,,, 
Springfield,ARCASUMMA1,7/29/2015,,Band,NOCA,2651-17187,"P/O,A",HY,U,J,NULL,42.92,87,103,24.3,NULL,,,, 
Springfield,HENDANNMA1,7/29/2015,,Band,SOSP,2291-44265,"R/A,O",HY,U,J,NULL,26.73,64,65,21.2,NULL,,,, 
Springfield,MCKEERIMA1,7/29/2015,NA,Resight-technician,SOSP,258197917,"A/Y,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ROGEANDMA1,7/30/2015,,Band,BCCH,2750-34925,"A/BK,PK",HY,U,J,NULL,11.6,67,66,17.1,NULL,,,, 
Springfield,ROGEANDMA1,7/30/2015,,Band,HOWR,2750-34924,"Y/PK,A",HY,U,J,NULL,11.43,50,45,16.8,NULL,,,, 
Springfield,ROGEANDMA1,7/30/2015,,Recap,SOSP,2371-04398,"A,Y/G",AHY,F,BP,NULL,19.16,60,63,20.4,NULL,,,, 
Springfield,ROGEANDMA1,7/30/2015,,Band,SOSP,2291-44266,"A,Y/Y",AHY,M,CP,NULL,20.1,69,68.5,21.4,NULL,,,, 
Springfield,ROGEANDMA1,7/30/2015,,Band,SOSP,2291-44270,"A,W/W",AHY,M,CP,NULL,21.75,66,64,22.2,NULL,,,, 
Springfield,ROGEANDMA1,7/30/2015,,Band,SOSP,2291-44269,"A,R/BU",AHY,F,BP,NULL,21.32,61.5,65,21.1,NULL,,,, 
Springfield,ROGEANDMA1,7/30/2015,,Band,SOSP,2291-44268,"A,BU/G",HY,U,J,NULL,18.14,60,62,20.9,NULL,,,, 
Springfield,ROGEANDMA1,7/30/2015,,Band,SOSP,2291-44267,"O/A,BU",HY,U,J,NULL,20.32,66,65,21.35,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,AMRO,1352-63578,"A/PK,PK",AHY,F,BP,NULL,83.3,123,95,33.91,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,AMRO,1352-63579,"A/R,Y",AHY,M,CP,NULL,71.76,129,103,32.29,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,BCCH,2750-35145,"A,O/G",AHY,U,U,NULL,10.69,62,60,17,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,BCCH,2750-35144,"P/G,A",U,U,U,NULL,11.6,66,65,17.02,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Recap,BCCH,2690-87755,"W,A/W",AHY,M,CP,NULL,11.81,65,64,15.99,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,CARW,2571-83147,"PK,A/PK",AHY,F,BP,NULL,21.71,59,51,22.65,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,GRCA,2651-17199,"A,O/Y",HY,U,J,NULL,35.78,85,90,27.19,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,GRCA,2651-17195,"O/W,A",AHY,M,CP,NULL,33.16,87,93,27.45,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,GRCA,2651-17198,"PK,A/PK",AHY,F,BP,NULL,34.85,85,91,26.2,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,GRCA,2651-17200,"R/G,A",HY,U,J,NULL,39.5,88,92,26.48,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,GRCA,2651-17196,"W,W/A",HY,U,J,NULL,36.73,88,91,27.49,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,GRCA,2651-17197,"Y,A/BK",AHY,F,BP,NULL,35.21,87,94,27.2,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,GRCA,2641-85501,"Y,G/A",HY,U,J,NULL,36.25,85,89,26.94,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,HOWR,2750-35146,"A,W/BU",AHY,M,CP,NULL,11.18,54,49,17.2,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,SOSP,2571-83146,"PK,A/PK",AHY,F,BP,NULL,21.02,63,65,21.4,NULL,,,, 
Springfield,DOPPJANMA1,7/30/2015,,Band,SOSP,2571-83148,"Y/A,O",AHY,M,CP,NULL,22.18,65,69,20.95,NULL,,,, 
Springfield,CHILDPSMA1,7/31/2015,,Band,BCCH,2750-35147,"A,P/W",U,U,U,NULL,11.69,66,64,16.3,NULL,,,, 
Springfield,CHILDPSMA1,7/31/2015,,Band,GRCA,2641-85507,"A,O/BK",HY,U,J,NULL,41.24,86,93,27.45,NULL,,,, 
Springfield,CHILDPSMA1,7/31/2015,,Band,GRCA,2641-85510,"A,Y/G",HY,U,J,NULL,35.52,86,92,27,NULL,,,, 
Springfield,CHILDPSMA1,7/31/2015,,Band,GRCA,2641-85509,"A/BK,BK",HY,U,J,NULL,39.92,89,93,28.89,NULL,,,, 
Springfield,CHILDPSMA1,7/31/2015,,Band,GRCA,2641-85508,"A/O,O",HY,U,J,NULL,38.86,90,96,26.71,NULL,,,, 
Springfield,CHILDPSMA1,7/31/2015,,Band,GRCA,2641-85505,"A/R,BK",HY,U,J,NULL,34.75,89,93,27.29,NULL,,,, 
Springfield,CHILDPSMA1,7/31/2015,,Band,GRCA,2641-85506,"BK/A,R",HY,U,J,NULL,40.09,87,90,28.39,NULL,,,, 
Springfield,CHILDPSMA1,7/31/2015,,Band,GRCA,2641-85504,"BU/P,A",HY,U,J,NULL,35.96,87,85,27.25,NULL,,,, 
Springfield,CHILDPSMA1,7/31/2015,,Band,GRCA,2641-85502,"O,A/R",HY,U,J,NULL,36.33,85,89,27,NULL,,,, 
Springfield,CHILDPSMA1,7/31/2015,,Band,GRCA,2641-85503,"W,A/BU",HY,U,J,NULL,34.52,85,92,27.59,NULL,,,, 
Springfield,CHILDPSMA1,7/31/2015,,Band,HOWR,2750-35148,"P/G,A",U,U,U,NULL,11.48,51,41,17.29,NULL,,,, 
Springfield,CHILDPSMA1,7/31/2015,,Band,SOSP,2571-83149,"BU,A/Y",AHY,M,CP,NULL,22.29,65,68,21,NULL,,,, 
Springfield,CHILDPSMA1,7/31/2015,,Band,SOSP,2571-83150,"G/W,A",AHY,M,CP,NULL,22.04,66,69,22.3,NULL,,,, 
Springfield,MIRKJOEMA1,7/31/2015,,Band,BCCH,2750-34926,"A/PK,BK",HY,U,J,NULL,12,63.5,58,16.5,NULL,,,, 
Springfield,MIRKJOEMA1,7/31/2015,,Band,BCCH,2750-34928,"R/BK,A",HY,U,J,NULL,11.5,62,59,16,NULL,,,, 
Springfield,MIRKJOEMA1,7/31/2015,,Band,BCCH,2750-34927,"W,Y/A",HY,U,J,NULL,11.38,63,58,16.3,NULL,,,, 
Springfield,MIRKJOEMA1,7/31/2015,,Band,GRCA,2651-43362,"A/O,Y",AHY,M,CP,NULL,35.97,92.5,NULL,27.5,NULL,,,, 
Springfield,MIRKJOEMA1,7/31/2015,,Band,GRCA,2651-43359,"O,A/BK",HY,U,J,NULL,39.12,90,92,28.3,NULL,,,, 
Springfield,MIRKJOEMA1,7/31/2015,,Band,GRCA,2651-43360,"Y/BK,A",HY,U,J,NULL,35.57,90,92,26.8,NULL,,,, 
Springfield,MIRKJOEMA1,7/31/2015,,Recap,HOWR,2730-27571,"BU/Y,A",ASY,M,CP,NULL,10.91,48.5,38,17,NULL,,,, 
Springfield,MIRKJOEMA1,7/31/2015,,Band,NOCA,2651-43361,"A/BU,W",AHY,M,CP,NULL,41.21,95,103,24,NULL,,,, 
Springfield,MIRKJOEMA1,7/31/2015,,Band,SOSP,2291-44272,"A,O/W",AHY,F,BP,NULL,20.6,62,65,21.2,NULL,,,, 
Springfield,MIRKJOEMA1,7/31/2015,,Band,SOSP,2291-44271,"BU/G,A",AHY,M,CP,NULL,23.03,65,66,21.9,NULL,,,, 
Springfield,BOYLCOLMA1,8/1/2015,,Band,GRCA,2641-85511,"PK/A,BU",ASY,M,CP,NULL,35.27,91,98,28.29,NULL,,,, 
Springfield,BELMMELMA1,8/2/2015,,Band,BCCH,2750-35149,"BK,BU/A",U,U,U,NULL,10.1,63,61,16.5,NULL,,,, 
Springfield,GRIFRACMA1,8/21/2015,NA,Resight-participant,NOCA ,189111072,"A/P,R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This bird is now missing both the Aluminum and Purple bands, but still has the Red."
Springfield,GRIFRACMA1,8/21/2015,NA,Resight-participant,NOMO,135263516,"A,BK/Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GRIFRACMA1,8/21/2015,NA,Resight-participant,NOCA,189111072,"A/P,R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,MERIMARMA1,9/17/2015,NA,Resight-participant,BCCH,272099505,"W/A,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.700394,42.310804,rsNeighbor 1209 Burts Pitt Road
Springfield,MERIMARMA1,10/5/2015,NA,Resight-participant,BCCH,269087794,"O/R,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.700394,42.310804,rsNeighbor 1209 Burts Pitt Road
Springfield,DOPLJANMA1,10/8/2015,NA,Resight-participant,BCCH,269087755,"W,A/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,10/10/2015,NA,Resight-participant,SOSP,257183148,"Y/A,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,10/10/2015,NA,Resight-participant,BCCH,275035145,"A,O/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ROSEJOSMA1,10/21/2015,NA,Resight-participant,NOCA,189111047,"Y/A,P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ARCADIAMA1,11/7/2015,NA,Resight-participant,CARW,257183145,"A/O,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,HAZZANNMA1,11/13/2015,NA,Resight-participant,BCCH,272099636,"P/A,R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,HAZZANNMA1,11/18/2015,NA,Resight-participant,BCCH,272099513,"Y/Y,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,JOHAHEAMA1,11/28/2015,NA,Resight-participant,BCCH,265143301,"A/BY,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,JOHAHEAMA1,12/11/2015,NA,Resight-participant,BCCH,265143301,"A/BY,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,12/12/2015,NA,Resight-participant,BCCH,269087755,"W,A/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,12/12/2015,NA,Resight-participant,BCCH,275035145,"A,O/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ARCADIAMA1,12/17/2015,NA,Resight-participant,NOCA,265117190,"G,A/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,JOHAHEAMA1,12/25/2015,NA,Resight-participant,BCCH,265143301,"A/BY,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,SVECSTEMA1,1/3/2016,NA,Resight-participant,CARW,257183140,"Y/A,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.633165,42.120967,"rsNeighbor BBL, 154 Grandview Ave, West Springfield, MA"
Springfield,DOPLJANMA1,1/9/2016,NA,Resight-participant,BCCH,269087755,"W, A/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bird was in a group of three chickadees that included bird with band number 275035145 (Al on left and orange over green on right leg)
Springfield,DOPLJANMA1,1/9/2016,NA,Resight-participant,BCCH,275035145,"A,O/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bird was in a group of three chickadees that included bird with band number 269087755 (whit left and Al over white on right leg)
Springfield,CLAYBRYMA1,1/14/2016,NA,Resight-participant,HOWR,272099520,"R,W/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,CLAYBRYMA1,1/22/2016,NA,Resight-participant,NOCA,256186618,"O/A,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,1/23/2016,NA,Resight-participant,CARW,257183147,"PK,A/PK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOYLPHIMA1,1/28/2016,NA,Resight-participant,BCCH,272099671,"A/Y,BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Looks in good health.
Springfield,LEWASUSMA1,1/31/2016,NA,Resight-participant,NOCA,256186608,"A,O/P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GAIEMELMA1,2/12/2016,NA,Resight-participant,NOCA,265117077,"A,R/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,JOHAHEAMA1,2/14/2016,NA,Resight-participant,BCCH,265143301,"A/BY,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,2/21/2016,NA,Resight-participant,CARW,257183147,"PK,A/PK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,2/21/2016,NA,Resight-participant,BCCH,275035145,"A,O/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ATHEJIMMA2,2/23/2016,NA,Resight-participant,BCCH,272099610,"A/Y,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seen previously at various times through the winter
Springfield,GRIFRACMA1,2/29/2016,NA,Resight-participant,NOCA,189111072,"A/P,R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This is the same cardinal we've been resighting that apparently removed his left leg bands, and now has only the red on his right."
Springfield,DOPLJANMA1,3/6/2016,NA,Resight-participant,CARW,257183147,"PK,A/PK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Banded wren was eating suet along with a second wren, presumably her mate."
Springfield,ZEPKJANMA1,3/10/2016,NA,Resight-participant,NOCA,256186637,"A,R/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Observed several times coming to feeding station. Seen several times between 3/10/16 and today (3/12/16).
Springfield,CLAYBRYMA1,3/12/2016,NA,Resight-participant,BCCH,269087917,"A,BU/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saw this bird from about four feet away. I was putting feed in the feeder and he came right up to eat. Must have been hungry.
Springfield,GRIFRACMA1,3/17/2016,NA,Resight-participant,NOMO,121236664,"O/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,This is the male Mockingbird who's been a regular visitor for several years. He lost the purple band several years ago.
Springfield,GRIFRACMA1,3/17/2016,NA,Resight-participant,NOCA,265143274,"A/BU,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ARCADIAMA1,3/21/2016,NA,Resight-participant,SOSP,229144239,"R,W/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Resighted by Theresa Gessing
Springfield,GRIFRACMA1,3/24/2016,NA,Resight-participant,AMRO,165263561,"A/O,PK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,She and the banded male (121236664) seem to be pairing up again.
Springfield,GRIFRACMA1,3/27/2016,NA,Resight-participant,NOMO ,135263516,"A,BK/Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ZINNMARMA1,4/1/2016,NA,Resight-participant,AMRO,121211434,"P,BU/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.66925,42.36776,"rsNeighbor 25 Country Lane, Sunderland, MA"
