siteID,date.Of.Encounter,ENCOUNTER.TYPE,bandNumber,age,sex,breedingCond,fat,mass,wing,tl,tarsus
SINIKRIMA1,6/11/2014,Band,2651-17122,ASY,M,CP,NULL,39.12,88,92,28.2
SINIKRIMA1,6/11/2014,Band,2651-17121,SY,F,BP,NULL,40.07,86,94,39.3
SINIKRIMA1,6/11/2014,Band,2651-17120,SY,M,CP,NULL,35.59,87,96,27.7
CLARBRYMA1,6/11/2014,Band,2720-99520,ASY,M,CP,NULL,11.62,50,37,16.9
SINIKRIMA1,6/11/2014,Band,2730-27514,AHY,M,CP,NULL,11.16,50,41,17.2
HODGBENMA1,6/12/2014,Band,2720-99524,AHY,M,CP,NULL,11.17,61,51,17.5
HODGBENMA1,6/12/2014,Band,2691-06113,AHY,F,BP,NULL,15.95,56,45,19.7
HODGBENMA1,6/12/2014,Band,2691-06114,U,U,U,NULL,NULL,NULL,NULL,NULL
HODGBENMA1,6/12/2014,Band,2641-85618,ASY,F,BP,NULL,40.68,90,97,27.5
HODGBENMA1,6/12/2014,Band,2641-85620,ASY,F,BP,NULL,35.97,89,86,27
HODGBENMA1,6/12/2014,Band,2641-85619,SY,M,CP,NULL,36.74,86,93,27.1
HODGBENMA1,6/12/2014,Band,2720-99523,ASY,M,CP,NULL,11.08,49,43,17.8
MALTELIMA1,6/13/2014,Band,2720-99522,AHY,M,CP,NULL,11.81,65,64,17.2
MALTELIMA1,6/13/2014,Band,2720-99525,SY,F,BP,NULL,11.57,63,56,16.4
MALTELIMA1,6/13/2014,Band,2691-06115,ASY,M,CP,NULL,21.12,59,51,21.6
REIDLOLMA1,6/13/2014,Band,2371-04375,AHY,M,CP,NULL,23.31,64,54,22
REIDLOLMA1,6/13/2014,Band,2651-17125,ASY,M,CP,NULL,36.69,96,100,28.6
REIDLOLMA1,6/13/2014,Band,2651-17129,ASY,M,CP,NULL,37.81,94,100,28.7
REIDLOLMA1,6/13/2014,Band,2651-17128,SY,U,U,NULL,33.71,89,91,28.4
REIDLOLMA1,6/13/2014,Band,2651-17124,ASY,F,BP,NULL,34.22,90,93,28.1
REIDLOLMA1,6/13/2014,Band,2651-17126,ASY,F,BP,NULL,38.31,87,95,26.3
REIDLOLMA1,6/13/2014,Band,2651-17127,ASY,M,CP,NULL,38.24,94,98,28.9
REIDLOLMA1,6/13/2014,Band,2651-17130,ASY,M,CP,NULL,35.03,91,94,28
REIDLOLMA1,6/13/2014,Band,2730-27515,ASY,M,CP,NULL,11.11,49,38,17.8
REIDLOLMA1,6/13/2014,Band,2651-17131,AHY,F,BP,NULL,42.1,90,95,23.7
REIDLOLMA1,6/13/2014,Band,2651-17123,AHY,M,CP,NULL,43.65,92,100,25
REIDLOLMA1,6/13/2014,Band,2371-04374,AHY,M,CP,NULL,20.21,65,66,22
TOSCPAMMA1,6/14/2014,Band,2730-27516,ASY,M,CP,NULL,11.6,69,67,16.9
TOSCPAMMA1,6/14/2014,Band,2651-17135,ASY,F,BP,NULL,36.41,87,96,27.4
TOSCPAMMA1,6/14/2014,Band,2651-17133,ASY,M,CP,NULL,33.91,87,94,28
TOSCPAMMA1,6/14/2014,Band,2651-17134,ASY,M,CP,NULL,33.18,89,96,27.8
TOSCPAMMA1,6/14/2014,Band,2651-17132,SY,F,BP,NULL,47.72,86,84,29.5
TOSCPAMMA1,6/14/2014,Band,2371-04376,AHY,M,CP,NULL,21.64,67,71,22.3
TOSCPAMMA1,6/14/2014,Band,2371-04377,AHY,M,CP,NULL,21.8,63,69,22.4
WHELGWEMA1,6/14/2014,Recap,2690-87708,ASY,M,CP,NULL,12.5,65,64,16.9
WHELGWEMA1,6/14/2014,Band,2720-99526,ASY,F,BP,NULL,10.82,49,42,17.3
WHELGWEMA1,6/14/2014,Band,2720-99527,ASY,M,CP,NULL,11.74,50,40,17.7
KELLSETMA1,6/16/2014,Band,1212-52863,SY,F,BP,NULL,80.65,116,90,33.4
KELLSETMA1,6/16/2014,Band,2730-27517,AHY,M,CP,NULL,12.13,64,60,17.5
KELLSETMA1,6/16/2014,Band,2730-27518,SY,F,BP,NULL,10.62,61,60,17.9
KELLSETMA1,6/16/2014,Band,2371-04379,AHY,M,CP,NULL,19.34,59,50,22.4
KELLSETMA1,6/16/2014,Band,2651-17139,ASY,M,CP,NULL,29.9,90,96,27.2
KELLSETMA1,6/16/2014,Band,2651-17138,ASY,M,CP,NULL,33.19,93,100,28.8
KELLSETMA1,6/16/2014,Band,2651-17136,ASY,F,BP,NULL,35.03,89,94,28.7
KELLSETMA1,6/16/2014,Band,2651-17137,ASY,M,CP,NULL,37.96,89,92,28.7
KELLSETMA1,6/16/2014,Band,2371-04383,AHY,M,CP,NULL,20.78,68,69,23
KELLSETMA1,6/16/2014,Band,2371-04382,AHY,F,BP,NULL,22.16,63,66,22.3
KELLSETMA1,6/16/2014,Band,2371-04385,AHY,F,BP,NULL,22.87,62,65,21.6
KELLSETMA1,6/16/2014,Band,2371-04380,AHY,M,CP,NULL,21.55,64,62,22.2
KELLSETMA1,6/16/2014,Band,2371-04384,AHY,F,BP,NULL,20.38,60,60,21.4
KELLSETMA1,6/16/2014,Band,2371-04381,AHY,M,CP,NULL,21.86,63,64,21.8
KELLSETMA1,6/16/2014,Band,2371-04378,AHY,F,BP,NULL,23.75,62,63,21.7
WILLJUDMA1,6/17/2014,Recap,1212-52839,ASY,M,CP,NULL,72.83,131,97,33.2
BAKENANMA1,6/17/2014,Recap,2690-87830,ASY,M,CP,NULL,11.8,65,62,17.8
WILLJUDMA1,6/17/2014,Band,2720-99529,ASY,M,CP,NULL,11.75,66,64,18.5
WILLJUDMA1,6/17/2014,Band,2720-99528,AHY,M,CP,NULL,11.62,66,60,18.2
WILLJUDMA1,6/17/2014,Recap,2561-86629,ASY,M,CP,NULL,34.86,90,96,27.5
BAKENANMA1,6/17/2014,Band,2651-17142,ASY,F,BP,NULL,37.37,89,93,27.7
WILLJUDMA1,6/17/2014,Band,2641-85621,SY,M,CP,NULL,32.11,89,89,26.8
BAKENANMA1,6/17/2014,Band,2651-17140,ASY,M,CP,NULL,36.55,87,92,28.5
BAKENANMA1,6/17/2014,Band,2730-27520,AHY,M,CP,NULL,10.76,48,39,16.5
BAKENANMA1,6/17/2014,Band,2730-27519,AHY,M,CP,NULL,11.16,52,40,17.6
BAKENANMA1,6/17/2014,Band,2651-17141,AHY,F,BP,NULL,42.92,95,99,23.3
WILLJUDMA1,6/17/2014,Band,2691-06116,AHY,M,CP,NULL,22.74,69,70,21.7
WILLJUDMA1,6/17/2014,Band,2691-06117,AHY,F,BP,NULL,22.11,64,64,20.7
WOODSANMA1,6/18/2014,Band,1212-52861,SY,F,BP,NULL,85.92,130,100,34.5
WOODSANMA1,6/18/2014,Band,2651-17144,ASY,M,CP,NULL,33.67,87,87,28.2
WOODSANMA1,6/18/2014,Band,2651-17143,AHY,M,CP,NULL,37.33,86,94,27.5
WOODSANMA1,6/18/2014,Band,2730-27521,ASY,M,CP,NULL,10.94,50,42,18
LANGPETMA1,6/19/2014,Band,2720-99531,SY,F,BP,NULL,11.03,64,60,17.1
BENNBILMA1,6/19/2014,Band,2730-27522,SY,F,BP,NULL,10.54,62,59,16.7
LANGPETMA1,6/19/2014,Band,2720-99530,AHY,M,CP,NULL,11.39,63,61,17.2
LANGPETMA1,6/19/2014,Band,2720-99532,AHY,M,CP,NULL,11.96,67,64,17
BENNBILMA1,6/19/2014,Band,2730-27526,AHY,F,BP,NULL,10.24,63,65,17
BENNBILMA1,6/19/2014,Band,2730-27525,AHY,U,U,NULL,12.1,65,60,16.7
BENNBILMA1,6/19/2014,Band,2651-17145,ASY,M,CP,NULL,37.4,93,98,27.9
BENNBILMA1,6/19/2014,Band,2651-17147,ASY,M,CP,NULL,35.14,87,94,27.2
BENNBILMA1,6/19/2014,Band,2730-27524,ASY,M,CP,NULL,11.28,51,41,17.6
BENNBILMA1,6/19/2014,Band,2730-27523,AHY,F,BP,NULL,11.27,51,43,17.1
BENNBILMA1,6/19/2014,Band,2651-17146,AHY,M,CP,NULL,45.18,93,96,24.6
BENNBILMA1,6/19/2014,Band,2371-04390,AHY,F,BP,NULL,22.34,61,67,22.8
BENNBILMA1,6/19/2014,Band,2371-04389,HY,U,J,NULL,20.88,65,60,21.5
BENNBILMA1,6/19/2014,Band,2371-04391,AHY,M,CP,NULL,22.02,66,67,22.7
BENNBILMA1,6/19/2014,Band,2371-04387,HY,U,J,NULL,21.63,64,60,21.9
BENNBILMA1,6/19/2014,Band,2371-04388,HY,U,J,NULL,21.42,65,60,22.3
BENNBILMA1,6/19/2014,Band,2371-04386,HY,U,J,NULL,21.59,64,56,22.3
JORGJANMA1,6/20/2014,Band,1352-63512,ASY,F,BP,NULL,81.66,122,95,31.1
JORGJANMA1,6/20/2014,Band,2720-99534,SY,M,CP,NULL,12.08,65,60,17.8
JORGJANMA1,6/20/2014,Band,2720-99533,AHY,F,BP,NULL,10.88,63,59,15.6
JORGJANMA1,6/20/2014,Band,2691-06118,AHY,F,BP,NULL,19.85,61,52,22.2
JORGJANMA1,6/20/2014,Band,2691-06120,SY,M,CP,NULL,21.78,60,50,21.6
JORGJANMA1,6/20/2014,Band,2641-85622,SY,M,CP,NULL,37.44,90,94,28.3
JORGJANMA1,6/20/2014,Band,2691-06119,AHY,M,CP,NULL,21.3,64,65,22.2
MATUKEVMA1,6/22/2014,Band,2691-06121,AHY,M,CP,NULL,21.39,60,54,22.3
MATUKEVMA1,6/22/2014,Band,2641-85624,ASY,F,BP,NULL,35.35,81,86,29.2
MATUKEVMA1,6/22/2014,Band,2641-85623,HY,U,J,NULL,42.35,88,99,26.3
ZIMMBOBMA1,6/23/2014,Band,2730-27528,AHY,M,CP,NULL,11.55,50,43,17.1
ZIMMBOBMA1,6/23/2014,Band,2730-27527,ASY,M,CP,NULL,10.53,51,44,17.5
DOPPJANMA1,6/23/2014,Band,1352-63514,ASY,M,CP,NULL,79.04,130,101,33.1
DOPPJANMA1,6/23/2014,Band,1352-63513,ASY,F,BP,NULL,79.1,126,95,32.4
DOPPJANMA1,6/23/2014,Band,2641-85629,ASY,M,CP,NULL,35.59,89,95,28.5
DOPPJANMA1,6/23/2014,Band,2641-85628,SY,M,CP,NULL,38.2,90,94,28.6
DOPPJANMA1,6/23/2014,Band,2641-85626,ASY,M,CP,NULL,36.66,89,96,28.5
DOPPJANMA1,6/23/2014,Band,2641-85625,ASY,U,U,NULL,40.21,89,91,28
DOPPJANMA1,6/23/2014,Band,2641-85627,ASY,F,BP,NULL,35.09,88,90,27.1
DOPPJANMA1,6/23/2014,Band,2720-99536,ASY,F,BP,NULL,13.32,48,42,16.5
DOPPJANMA1,6/23/2014,Band,2720-99535,ASY,M,CP,NULL,11.25,52,44,18.1
SPRIYMCMA1,6/24/2014,Band,1352-63515,ASY,F,BP,NULL,78.26,123,91,33.1
SPRIYMCMA1,6/24/2014,Band,2720-99538,AHY,M,CP,NULL,11.33,65,60,17.9
SPRIYMCMA1,6/24/2014,Band,2720-99537,AHY,M,CP,NULL,10.68,49,43,16.4
SPRIYMCMA1,6/24/2014,Band,2720-99539,ASY,F,BP,NULL,11.36,49,39,16.5
ROMANICMA1,6/25/2014,Band,2730-27529,AHY,F,BP,NULL,10.67,49,41,17.1
ROMANICMA1,6/25/2014,Band,2651-17148,AHY,M,CP,NULL,38.99,92,98,23
GRIFRACMA1,6/25/2014,Band,2641-85632,ASY,F,BP,NULL,35.19,89,98,27.6
GRIFRACMA1,6/25/2014,Band,2641-85631,SY,M,CP,NULL,39.04,89,95,28
GRIFRACMA1,6/25/2014,Band,2641-85630,SY,M,CP,NULL,36.15,85,90,26.4
GRIFRACMA1,6/25/2014,Band,1352-63516,ASY,F,BP,NULL,48.92,103,111,29.3
GRIFRACMA1,6/25/2014,Recap,1212-36664,ASY,M,CP,NULL,50.92,50.92,120,32.9
WARRPAIMA1,6/26/2014,Band,1212-36686,HY,U,J,NULL,69.67,120,86,32.7
WARRPAIMA1,6/26/2014,Band,1212-52867,AHY,M,CP,NULL,73.25,124,101,34.2
WARRPAIMA1,6/26/2014,Recap,2660-85452,ASY,U,U,NULL,11.87,63,56,16.9
WARRPAIMA1,6/26/2014,Band,2730-27530,AHY,M,CP,NULL,12.12,63,62,17.5
WARRPAIMA1,6/26/2014,Recap,2371-04352,ASY,M,CP,NULL,21.73,60,50,21.9
WARRPAIMA1,6/26/2014,Band,2651-17150,ASY,F,BP,NULL,38.84,89,94,27.9
WARRPAIMA1,6/26/2014,Band,2651-17149,ASY,M,CP,NULL,26.32,91,99,28.5
WARRPAIMA1,6/26/2014,Band,2730-27531,AHY,M,CP,NULL,10.49,51,44,17.2
ANDEHALMA1,6/27/2014,Band,2720-99540,SY,M,CP,NULL,11.38,65,61,17.2
SURNSCOMA1,6/28/2014,Band,2371-04392,AHY,M,CP,NULL,20.49,61,51,22
SURNSCOMA1,6/28/2014,Band,2651-17151,ASY,M,CP,NULL,36.94,90,92,28
SURNSCOMA1,6/28/2014,Band,2730-27532,AHY,F,BP,NULL,13.05,49,48,16.8
SURNSCOMA1,6/28/2014,Band,2730-27535,AHY,M,CP,NULL,11.36,49,41,17.6
SURNSCOMA1,6/28/2014,Band,2730-27533,SY,M,CP,NULL,11.37,52,45,17.6
SURNSCOMA1,6/28/2014,Band,1212-36687,AHY,F,BP,NULL,53.44,106,114,34.1
SURNSCOMA1,6/28/2014,Band,2371-04393,HY,U,J,NULL,19.85,63,64,21.6
RINADAVMA1,6/29/2014,Band,2641-85633,SY,M,CP,NULL,36.81,88,96,26.9
RINADAVMA1,6/29/2014,Band,2691-06122,AHY,M,CP,NULL,21.15,66,66,21.3
KINGGEOMA1,6/30/2014,Band,1212-36689,ASY,M,CP,NULL,70.89,132,100,34.6
PRANSABMA1,6/30/2014,Band,1352-63517,ASY,M,CP,NULL,73.66,130,100,32.8
KINGGEOMA1,6/30/2014,Band,1212-36688,SY,F,BP,NULL,92.44,127,100,32.2
PRANSABMA1,6/30/2014,Recap,2690-87704,ASY,M,CP,NULL,11.76,65,60,17.5
PRANSABMA1,6/30/2014,Band,2720-99546,HY,U,J,NULL,10.96,65,63,16.6
PRANSABMA1,6/30/2014,Band,2720-99545,HY,U,J,NULL,10.47,61,61,17.4
PRANSABMA1,6/30/2014,Band,2720-99543,HY,U,J,NULL,10.7,61,59,16.9
PRANSABMA1,6/30/2014,Band,2720-99542,HY,U,J,NULL,11.59,64,60,16.2
PRANSABMA1,6/30/2014,Band,2720-99544,HY,U,J,NULL,11.97,66,64,17
PRANSABMA1,6/30/2014,Band,2691-06123,AHY,M,CP,NULL,22.41,62,51,23.5
KINGGEOMA1,6/30/2014,Band,2371-04394,AHY,M,CP,NULL,22.1,62,53,23.4
PRANSABMA1,6/30/2014,Band,2641-85638,ASY,F,BP,NULL,37.13,87,88,27.1
KINGGEOMA1,6/30/2014,Band,2651-17152,ASY,M,CP,NULL,37.08,88,91,28.75
PRANSABMA1,6/30/2014,Band,2641-85639,SY,F,BP,NULL,32.44,82,84,27.2
PRANSABMA1,6/30/2014,Band,2641-85635,AHY,M,CP,NULL,35.76,88,92,27.8
PRANSABMA1,6/30/2014,Band,2641-85634,AHY,M,CP,NULL,36.37,93,99,27.2
PRANSABMA1,6/30/2014,Band,2720-99541,AHY,M,CP,NULL,11.36,50,43,17.1
KINGGEOMA1,6/30/2014,Band,2730-27536,HY,U,J,NULL,11.3,48,36,16.9
KINGGEOMA1,6/30/2014,Recap,2690-87896,ASY,M,CP,NULL,11.49,50,42,16.9
PRANSABMA1,6/30/2014,Band,2641-85637,AHY,M,CP,NULL,45.09,96,100,24.3
PRANSABMA1,6/30/2014,Band,2641-85636,AHY,F,BP,NULL,45.73,89,96,25.4
KINGGEOMA1,6/30/2014,Band,2651-17154,AHY,M,CP,NULL,43.34,95,101,23.6
KINGGEOMA1,6/30/2014,Band,2651-17153,AHY,F,BP,NULL,40.03,88,94,25.5
KINGGEOMA1,6/30/2014,Band,1212-36690,AHY,F,BP,NULL,77.79,128,76,21.1
PRANSABMA1,6/30/2014,Band,2691-06124,AHY,M,CP,NULL,21.49,66,66,20.7
HILLSALMA1,7/1/2014,Band,2730-27537,HY,U,J,NULL,11.08,66,63,16.8
HILLSALMA1,7/1/2014,Band,2730-27538,HY,U,J,NULL,10.63,62,59,16.3
HILLSALMA1,7/1/2014,Band,2371-04395,AHY,M,CP,NULL,19.99,58,50,20.9
HILLSALMA1,7/1/2014,Band,2371-04396,AHY,F,BP,NULL,18.76,56,50,21.1
HILLSALMA1,7/1/2014,Band,2651-17155,ASY,M,CP,NULL,36.09,89,97,28.7
DELUBILMA1,7/1/2014,Band,1352-63518,HY,U,J,NULL,82.62,125,93,33.3
DELUBILMA1,7/1/2014,Band,1352-63519,HY,U,J,NULL,76.3,121,98,31.4
DELUBILMA1,7/1/2014,Band,1352-63521,HY,U,J,NULL,79.09,124,96,34.5
DELUBILMA1,7/1/2014,Band,2720-99548,HY,U,J,NULL,11.46,64,57,16.9
DELUBILMA1,7/1/2014,Band,2720-99547,ASY,M,CP,NULL,9.97,49,42,17.4
DELUBILMA1,7/1/2014,Band,1352-63520,AHY,M,CP,NULL,52.47,115,125,32.6
GOLDBETMA1,7/3/2014,Band,2730-27539,HY,U,J,NULL,11.41,65,62,16.8
WILSMARMA1,7/7/2014,Band,2730-27541,AHY,M,CP,NULL,12.26,67,59,17.1
WILSMARMA1,7/7/2014,Band,2730-27540,HY,U,J,NULL,10.16,64,61,16.9
WILSMARMA1,7/7/2014,Band,2651-17156,SY,M,CP,NULL,36.45,86,91,29.1
ROGEANDMA1,7/8/2014,Band,2730-27543,HY,U,J,NULL,NULL,65,62,17
ROGEANDMA1,7/8/2014,Band,2730-27542,AHY,M,CP,NULL,12.05,64,55,17
ROGEANDMA1,7/8/2014,Band,2651-17157,SY,M,CP,NULL,35.42,88,93,26.9
ROGEANDMA1,7/8/2014,Band,2371-04397,AHY,M,CP,NULL,19.75,64,62,21.3
ROGEANDMA1,7/8/2014,Band,2371-04398,AHY,F,BP,NULL,17.93,58,59,20.3
KANEBRIMA1,7/9/2014,Band,2730-27547,HY,U,J,NULL,10.41,64,62,16.5
KANEBRIMA1,7/9/2014,Band,2730-27544,HY,U,J,NULL,11.11,62,58,16.2
KANEBRIMA1,7/9/2014,Band,2730-27546,AHY,F,BP,NULL,10.17,61,55,17.1
KANEBRIMA1,7/9/2014,Band,2730-27545,AHY,M,CP,NULL,11.75,66,66,17.5
SCIBLINMA1,7/9/2014,Band,2720-99549,AHY,M,CP,NULL,9.95,50,44,17.5
SCIBLINMA1,7/9/2014,Band,2720-99550,HY,U,J,NULL,10.69,51,45,16.3
SCIBLINMA1,7/9/2014,Band,2691-06125,AHY,F,BP,NULL,19.89,62,68,20.9
HALLJENMA1,7/10/2014,Band,2720-99551,HY,U,J,NULL,10.29,62,60,16.2
HALLJENMA1,7/10/2014,Band,2720-99599,HY,U,J,NULL,10.51,65,63,17.5
HALLJENMA1,7/10/2014,Band,2641-85640,AHY,F,BP,NULL,43.19,86,96,24.7
HALLJENMA1,7/10/2014,Band,1352-63522,AHY,M,CP,NULL,49.56,110,109,28.8
HALLJENMA1,7/10/2014,Band,2691-06126,AHY,M,CP,NULL,20,64,65,21.9
HALLJENMA1,7/10/2014,Band,2691-06129,AHY,M,CP,NULL,19.88,62,63,21.5
HALLJENMA1,7/10/2014,Band,2691-06127,AHY,F,BP,NULL,20.28,60,59,21.2
HALLJENMA1,7/10/2014,Band,2691-06131,AHY,F,BP,NULL,19.26,61,61,19.6
HALLJENMA1,7/10/2014,Band,2691-06128,AHY,M,CP,NULL,21.58,65,65,20.8
HALLJENMA1,7/10/2014,Band,2691-06130,AHY,M,CP,NULL,20.9,61,62,20.8
GAIEMELMA1,7/11/2014,Recap,1891-11031,ASY,F,BP,NULL,43.8,90,95,28.3
GAIEMELMA1,7/11/2014,Band,2720-99552,ASY,M,CP,NULL,10.41,52,41,17.3
GAIEMELMA1,7/11/2014,Band,2720-99553,ASY,M,CP,NULL,11.39,50,31,17.3
GAIEMELMA1,7/11/2014,Band,2691-06132,AHY,M,CP,NULL,20.02,65,68,20.7
SHERALEMA1,7/12/2014,Band,2720-99554,HY,U,J,NULL,10.54,64,63,15.8
SHERALEMA1,7/12/2014,Band,2720-99556,U,U,U,NULL,12.05,61,61,17.2
SHERALEMA1,7/12/2014,Band,2720-99555,HY,U,J,NULL,10.07,63,59,16.4
SHERALEMA1,7/12/2014,Band,2691-06134,AHY,F,BP,NULL,16.18,56,48,19
SHERALEMA1,7/12/2014,Band,2691-06133,SY,M,CP,NULL,20.03,58,50,21.6
WILDSIEMA1,7/13/2014,Band,1352-63523,SY,M,CP,NULL,78.08,126,86,32.2
WILDSIEMA1,7/13/2014,Band,2720-99558,HY,U,J,NULL,10.02,63,63,16.3
WILDSIEMA1,7/13/2014,Band,2720-99560,HY,U,J,NULL,10.93,62,59,16.4
WILDSIEMA1,7/13/2014,Band,2720-99561,AHY,M,CP,NULL,11.78,64,63,17
WILDSIEMA1,7/13/2014,Band,2720-99557,HY,U,J,NULL,10.49,62,61,15.6
WILDSIEMA1,7/13/2014,Band,2720-99559,HY,U,J,NULL,10.98,63,62,16.3
WILDSIEMA1,7/13/2014,Band,2691-06135,AHY,M,CP,NULL,38.33,66,68,21.1
SVECSTEMA1,7/14/2014,Band,1212-36691,SY,M,CP,NULL,79.45,122,93,34.3
SVECSTEMA1,7/14/2014,Band,2730-27550,HY,U,J,NULL,10.64,62,62,17.3
SVECSTEMA1,7/14/2014,Band,2371-04399,ASY,M,CP,NULL,20.61,61,51,21.4
RICHALMA1,7/14/2014,Band,2641-85644,HY,U,J,NULL,37.56,90,91,27.4
RICHALMA1,7/14/2014,Band,2641-85641,SY,F,BP,NULL,41.79,88,98,27.2
SVECSTEMA1,7/14/2014,Band,2730-27549,HY,U,J,NULL,10.86,50,42,17.9
SVECSTEMA1,7/14/2014,Band,2730-27548,ASH,M,CP,NULL,10.94,51,39,17.2
RICHALMA1,7/14/2014,Band,2641-85643,HY,U,J,NULL,39.98,87,98,24.8
RICHALMA1,7/14/2014,Band,2641-85642,AHY,F,BP,NULL,47.69,90,102,25.3
RICHALMA1,7/14/2014,Recap,2571-83036,AHY,M,CP,NULL,22.16,67,65,22
SPRIYMCMA1,7/15/2014,Band,2730-27551,HY,U,J,NULL,11.28,68,67,16.9
SPRIYMCMA1,7/15/2014,Band,2730-27552,ASY,M,CP,NULL,10.55,51,44,17.4
SPRIYMCMA1,7/15/2014,Band,2651-17158,AHY,M,CP,NULL,42.91,91,105,23.9
HILBLAUMA1,7/17/2014,Band,2720-99562,HY,U,J,NULL,10.44,62,61,15.5
CUSHTANMA1,7/17/2014,Band,2730-27556,AHY,U,U,NULL,10.73,63,61,17
CUSHTANMA1,7/17/2014,Band,2730-27554,HY,U,J,NULL,10.74,61,61,16.9
HILBLAUMA1,7/17/2014,Band,2720-99563,AHY,U,U,NULL,11.43,64,65,16.3
CUSHTANMA1,7/17/2014,Band,2730-27555,AHY,U,U,NULL,10.49,63,61,16.4
HILBLAUMA1,7/17/2014,Band,2720-99564,HY,U,J,NULL,11.22,64,62,15.4
CUSHTANMA1,7/17/2014,Band,2371-04400,AHY,F,BP,NULL,18.15,58,50,22.2
HILBLAUMA1,7/17/2014,Band,2641-85645,ASY,M,CP,NULL,36.89,90,97,25.9
CUSHTANMA1,7/17/2014,Band,2730-27553,AHY,M,CP,NULL,10.23,48,40,16.4
CUSHTANMA1,7/17/2014,Band,2581-97901,HY,U,J,NULL,19.37,65,61,21.9
CUSHTANMA1,7/17/2014,Band,2581-97902,HY,U,J,NULL,18.86,62,64,22.8
CHARANDMA1,7/18/2014,Band,2720-99566,AHY,F,BP,NULL,12.38,64,61,16.5
CHARANDMA1,7/18/2014,Band,2720-99568,AHY,F,BP,NULL,11.94,65,60,17
CHARANDMA1,7/18/2014,Band,2720-99569,AHY,U,U,NULL,11.38,67,62,16.8
CHARANDMA1,7/18/2014,Band,2720-99565,AHY,U,U,NULL,10.92,63,59,15.7
CHARANDMA1,7/18/2014,Band,2720-99567,AHY,F,BP,NULL,10.78,60,57,15.7
BRODDORMA1,7/18/2014,Band,2730-27558,AHY,U,U,NULL,10.18,61,61,16.3
BRODDORMA1,7/18/2014,Band,2730-27557,HY,U,J,NULL,10.5,65,63,16.7
SLONJOHMA1,7/19/2014,Band,1212-36692,SY,M,CP,NULL,80.5,123,92,33.4
SLONJOHMA1,7/19/2014,Band,1212-36693,ASY,M,CP,NULL,76.18,123,96,33.8
SLONJOHMA1,7/19/2014,Band,2730-27561,HY,U,J,NULL,11.46,65,61,17.9
SLONJOHMA1,7/19/2014,Band,2730-27562,AHY,F,BP,NULL,9.6,61,59,16.9
SLONJOHMA1,7/19/2014,Band,2730-27563,HY,U,J,NULL,11.02,62,62,17.6
LEWASUSMA1,7/19/2014,Band,2641-85647,SY,M,CP,NULL,39.97,87,93,28.4
SLONJOHMA1,7/19/2014,Band,2651-17159,ASY,M,CP,NULL,35.3,89,94,28.3
LEWASUSMA1,7/19/2014,Band,2641-85646,SY,M,CP,NULL,NULL,88,92,28.6
SLONJOHMA1,7/19/2014,Band,2730-27560,HY,U,J,NULL,NULL,NULL,NULL,NULL
LEWASUSMA1,7/19/2014,Band,2720-99570,ASY,M,CP,NULL,10.68,49,39,17.1
SLONJOHMA1,7/19/2014,Band,2730-27559,HY,U,J,NULL,10.39,50,45,17.3
LEWASUSMA1,7/19/2014,Recap,2561-86608,AHY,M,CP,NULL,35.46,90,99,24.4
NELSKATMA1,7/20/2014,Band,2730-27564,AHY,U,U,NULL,11.5,66,61,17.5
NELSKATMA1,7/20/2014,Band,2730-27565,AHY,U,U,NULL,11.64,64,64,18
NELSKATMA1,7/20/2014,Band,2730-27567,AHY,U,U,NULL,10.79,62,62,17
NELSKATMA1,7/20/2014,Band,2730-27566,AHY,M,CP,NULL,11.3,64,61,17
ZINNMARMA1,7/20/2014,Band,2641-85649,ASY,M,CP,NULL,35.42,91,91,27.6
NELSKATMA1,7/20/2014,Band,2651-17160,SY,F,BP,NULL,41.41,86,88,28.9
ZINNMARMA1,7/20/2014,Band,2641-85648,SY,U,U,NULL,37.8,85,94,22.5
ZINNMARMA1,7/20/2014,Recap,2571-83046,AHY,M,CP,NULL,21.63,65,67,21.5
ZINNMARMA1,7/20/2014,Recap,2291-44278,AHY,M,CP,NULL,21.41,67,69,21.5
AKREMICMA1,7/21/2014,Band,1352-63524,AHY,M,CP,NULL,80.26,130,101,32.2
AKREMICMA1,7/21/2014,Band,2720-99573,HY,U,J,NULL,10.46,63,62,17.1
AKREMICMA1,7/21/2014,Band,2720-99571,HY,U,J,NULL,8.61,60,56,15.2
AKREMICMA1,7/21/2014,Band,2691-06138,AHY,M,CP,NULL,19.67,57,47,21.1
AKREMICMA1,7/21/2014,Band,2691-06137,AHY,U,U,NULL,20.71,61,51,21.8
AKREMICMA1,7/21/2014,Band,2641-85653,ASY,M,CP,NULL,35.06,89,96,28.9
AKREMICMA1,7/21/2014,Band,2641-85652,HY,U,J,NULL,36.06,88,92,29.2
AKREMICMA1,7/21/2014,Band,2641-85650,HY,U,J,NULL,33.51,88,90,27
AKREMICMA1,7/21/2014,Band,2641-85651,SY,M,CP,NULL,34.75,85,94,26.5
AKREMICMA1,7/21/2014,Band,2641-85660,SY,M,CP,NULL,NULL,NULL,NULL,NULL
AKREMICMA1,7/21/2014,Band,2641-85659,SY,F,BP,NULL,37.37,86,93,27.8
AKREMICMA1,7/21/2014,Band,2720-99572,HY,U,J,NULL,10.41,50,45,17.4
AKREMICMA1,7/21/2014,Band,2641-85656,HY,U,J,NULL,41.42,87,97,23.6
